Meta data,
  aggregation method, average
  max retention, 86400
  xFilesFactor, 0.5

Archive 0 info,
  offset, 28
  seconds per point, 1
  points, 86400
  retention, 86400
  size, 1036800

Archive 0 data,
9402, 1513603052,          4
9403, 1513603053,          8
9404, 1513603054,          6
9405, 1513603055,          4
9406, 1513603056,          5
9407, 1513603057,          5
9408, 1513603058,          8
9409, 1513603059,          7
9410, 1513603060,          5
9411, 1513603061,          5
9412, 1513603062,          7
9413, 1513603063,         10
9414, 1513603064,          5
9415, 1513603065,          4
9416, 1513603066,          4
9417, 1513603067,          4
9418, 1513603068,          9
9419, 1513603069,          5
9420, 1513603070,          4
9421, 1513603071,          4
9422, 1513603072,          7
9423, 1513603073,          8
9424, 1513603074,         11
9425, 1513603075,          3
9426, 1513603076,          1
9427, 1513603077,          1
9428, 1513603078,          2
9429, 1513603079,          5
9430, 1513603080,          1
9431, 1513603081,          1
9432, 1513603082,          6
9433, 1513603083,          5
9434, 1513603084,          5
9435, 1513603085,          3
9436, 1513603086,          0
9437, 1513603087,          3
9438, 1513603088,          4
9439, 1513603089,          8
9440, 1513603090,          6
9441, 1513603091,          4
9442, 1513603092,          4
9443, 1513603093,          4
9444, 1513603094,          5
9445, 1513603095,          9
9446, 1513603096,          5
9447, 1513603097,          5
9448, 1513603098,          7
9449, 1513603099,          7
9450, 1513603100,          7
9451, 1513603101,          6
9452, 1513603102,          5
9453, 1513603103,          5
9454, 1513603104,          7
9455, 1513603105,          8
9456, 1513603106,          4
9457, 1513603107,          4
9458, 1513603108,          6
9459, 1513603109,          8
9460, 1513603110,         11
9461, 1513603111,          3
9462, 1513603112,          0
9463, 1513603113,          0
9464, 1513603114,          1
9465, 1513603115,          4
9466, 1513603116,          2
9467, 1513603117,          2
9468, 1513603118,          7
9469, 1513603119,          5
9470, 1513603120,          1
9471, 1513603121,          7
9472, 1513603122,          1
9473, 1513603123,          3
9474, 1513603124,          5
9475, 1513603125,          5
9476, 1513603126,          9
9477, 1513603127,          4
9478, 1513603128,          4
9479, 1513603129,          4
9480, 1513603130,          4
9481, 1513603131,         10
9482, 1513603132,          5
9483, 1513603133,          4
9484, 1513603134,          6
9485, 1513603135,          6
9486, 1513603136,          8
9487, 1513603137,          5
9488, 1513603138,          5
9489, 1513603139,          5
9490, 1513603140,          7
9491, 1513603141,          5
9492, 1513603142,          8
9493, 1513603143,          5
9494, 1513603144,          7
9495, 1513603145,          8
9496, 1513603146,          8
9497, 1513603147,          7
9498, 1513603148,          0
9499, 1513603149,          0
9500, 1513603150,          1
9501, 1513603151,          1
9502, 1513603152,          4
9503, 1513603153,          0
9504, 1513603154,          6
9505, 1513603155,          4
9506, 1513603156,          1
9507, 1513603157,          7
9508, 1513603158,          1
9509, 1513603159,          3
9510, 1513603160,          5
9511, 1513603161,          5
9512, 1513603162,         10
9513, 1513603163,          5
9514, 1513603164,          5
9515, 1513603165,          4
9516, 1513603166,          4
9517, 1513603167,          6
9518, 1513603168,          7
9519, 1513603169,          4
9520, 1513603170,          6
9521, 1513603171,          7
9522, 1513603172,          4
9523, 1513603173,          8
9524, 1513603174,          4
9525, 1513603175,          4
9526, 1513603176,          7
9527, 1513603177,          6
9528, 1513603178,          8
9529, 1513603179,          5
9530, 1513603180,          7
9531, 1513603181,          9
9532, 1513603182,          8
9533, 1513603183,          6
9534, 1513603184,          1
9535, 1513603185,          1
9536, 1513603186,          1
9537, 1513603187,          1
9538, 1513603188,          1
9539, 1513603189,          4
9540, 1513603190,          6
9541, 1513603191,          4
9542, 1513603192,          1
9543, 1513603193,          2
9544, 1513603194,          4
9545, 1513603195,          2
9546, 1513603196,          5
9547, 1513603197,          5
9548, 1513603198,          7
9549, 1513603199,          8
9550, 1513603200,          5
9551, 1513603201,          5
9552, 1513603202,          4
9553, 1513603203,          7
9554, 1513603204,          8
9555, 1513603205,          4
9556, 1513603206,          6
9557, 1513603207,          7
9558, 1513603208,          4
9559, 1513603209,          7
9560, 1513603210,          4
9561, 1513603211,          4
9562, 1513603212,          6
9563, 1513603213,          4
9564, 1513603214,          4
9565, 1513603215,          7
9566, 1513603216,          7
9567, 1513603217,          9
9568, 1513603218,          9
9569, 1513603219,          3
9570, 1513603220,          6
9571, 1513603221,          1
9572, 1513603222,          1
9573, 1513603223,          1
9574, 1513603224,          1
9575, 1513603225,          4
9576, 1513603226,          6
9577, 1513603227,          4
9578, 1513603228,          0
9579, 1513603229,          2
9580, 1513603230,          3
9581, 1513603231,          4
9582, 1513603232,          4
9583, 1513603233,          6
9584, 1513603234,          4
9585, 1513603235,          8
9586, 1513603236,          5
9587, 1513603237,          5
9588, 1513603238,          7
9589, 1513603239,          5
9590, 1513603240,          8
9591, 1513603241,          7
9592, 1513603242,          7
9593, 1513603243,          5
9594, 1513603244,          4
9595, 1513603245,          7
9596, 1513603246,          4
9597, 1513603247,          6
9598, 1513603248,          4
9599, 1513603249,          4
9600, 1513603250,          7
9601, 1513603251,          7
9602, 1513603252,          8
9603, 1513603253,          8
9604, 1513603254,          2
9605, 1513603255,          1
9606, 1513603256,          5
9607, 1513603257,          2
9608, 1513603258,          1
9609, 1513603259,          1
9610, 1513603260,          1
9611, 1513603261,         10
9612, 1513603262,          5
9613, 1513603263,          1
9614, 1513603264,          3
9615, 1513603265,          0
9616, 1513603266,          6
9617, 1513603267,          4
9618, 1513603268,          4
9619, 1513603269,          6
9620, 1513603270,          4
9621, 1513603271,          7
9622, 1513603272,          4
9623, 1513603273,          4
9624, 1513603274,          6
9625, 1513603275,          5
9626, 1513603276,          8
9627, 1513603277,          8
9628, 1513603278,          7
9629, 1513603279,          5
9630, 1513603280,          5
9631, 1513603281,          5
9632, 1513603282,          8
9633, 1513603283,          7
9634, 1513603284,          4
9635, 1513603285,          4
9636, 1513603286,          4
9637, 1513603287,         10
9638, 1513603288,          8
9639, 1513603289,          8
9640, 1513603290,          3
9641, 1513603291,          0
9642, 1513603292,          4
9643, 1513603293,          1
9644, 1513603294,          1
9645, 1513603295,          2
9646, 1513603296,          2
9647, 1513603297,         10
9648, 1513603298,          5
9649, 1513603299,          1
9650, 1513603300,          3
9651, 1513603301,          1
9652, 1513603302,          3
9653, 1513603303,          8
9654, 1513603304,          5
9655, 1513603305,          6
9656, 1513603306,          4
9657, 1513603307,          4
9658, 1513603308,          7
9659, 1513603309,          4
9660, 1513603310,          6
9661, 1513603311,          5
9662, 1513603312,          4
9663, 1513603313,         10
9664, 1513603314,          6
9665, 1513603315,          5
9666, 1513603316,          5
9667, 1513603317,          5
9668, 1513603318,          8
9669, 1513603319,          7
9670, 1513603320,          5
9671, 1513603321,          4
9672, 1513603322,          5
9673, 1513603323,         10
9674, 1513603324,          9
9675, 1513603325,          8
9676, 1513603326,          3
9677, 1513603327,          0
9678, 1513603328,          0
9679, 1513603329,          4
9680, 1513603330,          1
9681, 1513603331,          1
9682, 1513603332,          0
9683, 1513603333,          6
9684, 1513603334,          7
9685, 1513603335,          1
9686, 1513603336,          3
9687, 1513603337,          1
9688, 1513603338,          3
9689, 1513603339,          8
9690, 1513603340,          5
9691, 1513603341,          7
9692, 1513603342,          5
9693, 1513603343,          5
9694, 1513603344,          8
9695, 1513603345,          4
9696, 1513603346,          6
9697, 1513603347,          4
9698, 1513603348,          4
9699, 1513603349,          7
9700, 1513603350,          9
9701, 1513603351,          4
9702, 1513603352,          4
9703, 1513603353,          4
9704, 0,          0
9705, 1513603355,         10
9706, 1513603356,          6
9707, 1513603357,          5
9708, 1513603358,          5
9709, 1513603359,          7
9710, 1513603360,         12
9711, 1513603361,          8
9712, 1513603362,          3
9713, 1513603363,          1
9714, 1513603364,          1
9715, 1513603365,          4
9716, 1513603366,          1
9717, 1513603367,          1
9718, 1513603368,          0
9719, 1513603369,          6
9720, 1513603370,          5
9721, 1513603371,          4
9722, 1513603372,          2
9723, 1513603373,          0
9724, 1513603374,          2
9725, 1513603375,          5
9726, 1513603376,          9
9727, 1513603377,          7
9728, 1513603378,          5
9729, 1513603379,          5
9730, 1513603380,          5
9731, 1513603381,          8
9732, 1513603382,          7
9733, 1513603383,          5
9734, 1513603384,          4
9735, 1513603385,          6
9736, 1513603386,         10
9737, 1513603387,          4
9738, 1513603388,          4
9739, 1513603389,          4
9740, 1513603390,          4
9741, 1513603391,          9
9742, 1513603392,          5
9743, 1513603393,          4
9744, 1513603394,          4
9745, 1513603395,          7
9746, 1513603396,          9
9747, 1513603397,         12
9748, 1513603398,          3
9749, 1513603399,          1
9750, 1513603400,          1
9751, 1513603401,          1
9752, 1513603402,          5
9753, 1513603403,          1
9754, 1513603404,          1
9755, 1513603405,          6
9756, 1513603406,          4
9757, 1513603407,          4
9758, 1513603408,          2
9759, 1513603409,          0
9760, 1513603410,          3
9761, 1513603411,          4
9762, 1513603412,          8
9763, 1513603413,          6
9764, 1513603414,          4
9765, 1513603415,          5
9766, 1513603416,          5
9767, 1513603417,          6
9768, 1513603418,          9
9769, 1513603419,          5
9770, 1513603420,          5
9771, 1513603421,          7
9772, 1513603422,          7
9773, 1513603423,          8
9774, 1513603424,          4
9775, 1513603425,          4
9776, 1513603426,          4
9777, 1513603427,          6
9778, 1513603428,          8
9779, 1513603429,          4
9780, 1513603430,          4
9781, 1513603431,          7
9782, 1513603432,          8
9783, 1513603433,         11
9784, 1513603434,          2
9785, 1513603435,          1
9786, 1513603436,          1
9787, 1513603437,          1
9788, 1513603438,          5
9789, 1513603439,          2
9790, 1513603440,          1
9791, 1513603441,          6
9792, 1513603442,          5
9793, 1513603443,          1
9794, 1513603444,          6
9795, 1513603445,          0
9796, 1513603446,          3
9797, 1513603447,          4
9798, 1513603448,          4
9799, 1513603449,         10
9800, 1513603450,          4
9801, 1513603451,          4
9802, 1513603452,          4
9803, 1513603453,          4
9804, 1513603454,          9
9805, 1513603455,          5
9806, 1513603456,          5
9807, 1513603457,          7
9808, 1513603458,          7
9809, 1513603459,          8
9810, 1513603460,          6
9811, 1513603461,          5
9812, 1513603462,          5
9813, 1513603463,          7
9814, 1513603464,          4
9815, 1513603465,          8
9816, 1513603466,          4
9817, 1513603467,          6
9818, 1513603468,          8
9819, 1513603469,          8
9820, 1513603470,          6
9821, 1513603471,          0
9822, 1513603472,          0
9823, 1513603473,          1
9824, 1513603474,          1
9825, 1513603475,          5
9826, 1513603476,          2
9827, 1513603477,          7
9828, 1513603478,          5
9829, 1513603479,          1
9830, 1513603480,          6
9831, 1513603481,          1
9832, 1513603482,          3
9833, 1513603483,          5
9834, 1513603484,          5
9835, 1513603485,          6
9836, 1513603486,          8
9837, 1513603487,          4
9838, 1513603488,          4
9839, 1513603489,          4
9840, 1513603490,          6
9841, 1513603491,          8
9842, 1513603492,          4
9843, 1513603493,          6
9844, 1513603494,          6
9845, 1513603495,          5
9846, 1513603496,          8
9847, 1513603497,          5
9848, 1513603498,          5
9849, 1513603499,          7
9850, 1513603500,          5
9851, 1513603501,          8
9852, 1513603502,          5
9853, 1513603503,          7
9854, 1513603504,          8
9855, 1513603505,          8
9856, 1513603506,          3
9857, 1513603507,          4
9858, 1513603508,          0
9859, 1513603509,          1
9860, 1513603510,          1
9861, 1513603511,          1
9862, 1513603512,          4
9863, 1513603513,          6
9864, 1513603514,          4
9865, 1513603515,          1
9866, 1513603516,          3
9867, 1513603517,          4
9868, 1513603518,          3
9869, 1513603519,          4
9870, 1513603520,          6
9871, 1513603521,          7
9872, 1513603522,          8
9873, 1513603523,          5
9874, 1513603524,          4
9875, 1513603525,          4
9876, 1513603526,          6
9877, 1513603527,          7
9878, 1513603528,          5
9879, 1513603529,          5
9880, 1513603530,          7
9881, 1513603531,          4
9882, 1513603532,          4
9883, 1513603533,          7
9884, 1513603534,          4
9885, 1513603535,          7
9886, 1513603536,          6
9887, 1513603537,          5
9888, 1513603538,          8
9889, 1513603539,          7
9890, 1513603540,          9
9891, 1513603541,          8
9892, 1513603542,          3
9893, 1513603543,          4
9894, 1513603544,          1
9895, 1513603545,          1
9896, 1513603546,          1
9897, 1513603547,          1
9898, 1513603548,          4
9899, 1513603549,          6
9900, 1513603550,          4
9901, 1513603551,          1
9902, 1513603552,          2
9903, 1513603553,          0
9904, 1513603554,          6
9905, 1513603555,          5
9906, 1513603556,          5
9907, 1513603557,          7
9908, 1513603558,          5
9909, 1513603559,          8
9910, 1513603560,          5
9911, 1513603561,          4
9912, 1513603562,          7
9913, 1513603563,          5
9914, 1513603564,          8
9915, 1513603565,          6
9916, 1513603566,          7
9917, 1513603567,          4
9918, 1513603568,          4
9919, 1513603569,          7
9920, 1513603570,          4
9921, 1513603571,          6
9922, 1513603572,          4
9923, 1513603573,          4
9924, 1513603574,          7
9925, 1513603575,          7
9926, 1513603576,          9
9927, 1513603577,          8
9928, 1513603578,          3
9929, 1513603579,          1
9930, 1513603580,          5
9931, 1513603581,          1
9932, 1513603582,          1
9933, 1513603583,          1
9934, 1513603584,          1
9935, 1513603585,          9
9936, 1513603586,          4
9937, 1513603587,          0
9938, 1513603588,          2
9939, 1513603589,          0
9940, 1513603590,          6
9941, 1513603591,          4
9942, 1513603592,          4
9943, 1513603593,          6
9944, 1513603594,          4
9945, 1513603595,          8
9946, 1513603596,          6
9947, 1513603597,          5
9948, 1513603598,          7
9949, 1513603599,          5
9950, 1513603600,          5
9951, 1513603601,         10
9952, 1513603602,          7
9953, 1513603603,          5
9954, 1513603604,          5
9955, 1513603605,          4
9956, 1513603606,          8
9957, 1513603607,          6
9958, 1513603608,          4
9959, 1513603609,          4
9960, 1513603610,          4
9961, 1513603611,         10
9962, 1513603612,          8
9963, 1513603613,          8
9964, 1513603614,          2
9965, 1513603615,          1
9966, 1513603616,          5
9967, 1513603617,          1
9968, 1513603618,          2
9969, 1513603619,          1
9970, 1513603620,          1
9971, 1513603621,          9
9972, 1513603622,          6
9973, 1513603623,          1
9974, 1513603624,          3
9975, 1513603625,          0
9976, 1513603626,          3
9977, 1513603627,          8
9978, 1513603628,          4
9979, 1513603629,          6
9980, 1513603630,          4
9981, 1513603631,          4
9982, 1513603632,          7
9983, 1513603633,          4
9984, 1513603634,          6
9985, 1513603635,          5
9986, 1513603636,          5
9987, 1513603637,         10
9988, 1513603638,          7
9989, 1513603639,          4
9990, 1513603640,          6
9991, 1513603641,          5
9992, 1513603642,          8
9993, 1513603643,          7
9994, 1513603644,          5
9995, 1513603645,          4
9996, 1513603646,          4
9997, 1513603647,          6
9998, 1513603648,         11
9999, 1513603649,          8
10000, 1513603650,          2
10001, 1513603651,          1
10002, 1513603652,          0
10003, 1513603653,          4
10004, 1513603654,          1
10005, 1513603655,          1
10006, 1513603656,          2
10007, 1513603657,          7
10008, 1513603658,          8
10009, 1513603659,          1
10010, 1513603660,          3
10011, 1513603661,          1
10012, 1513603662,          3
10013, 1513603663,          7
10014, 1513603664,          6
10015, 1513603665,          6
10016, 1513603666,          4
10017, 1513603667,          4
10018, 1513603668,          4
10019, 1513603669,          8
10020, 1513603670,          6
10021, 1513603671,          5
10022, 1513603672,          4
10023, 1513603673,          6
10024, 1513603674,         10
10025, 1513603675,          5
10026, 1513603676,          5
10027, 1513603677,          5
10028, 1513603678,          5
10029, 1513603679,          9
10030, 1513603680,          6
10031, 1513603681,          5
10032, 1513603682,          5
10033, 1513603683,          7
10034, 1513603684,         12
10035, 1513603685,          8
10036, 1513603686,          3
10037, 1513603687,          0
10038, 1513603688,          0
10039, 1513603689,          1
10040, 1513603690,          4
10041, 1513603691,          1
10042, 1513603692,          0
10043, 1513603693,          6
10044, 1513603694,          4
10045, 1513603695,          5
10046, 1513603696,          4
10047, 1513603697,          1
10048, 1513603698,          3
10049, 1513603699,          5
10050, 1513603700,          8
10051, 1513603701,          7
10052, 1513603702,          5
10053, 1513603703,          4
10054, 1513603704,          5
10055, 1513603705,          7
10056, 1513603706,          6
10057, 1513603707,          4
10058, 1513603708,          4
10059, 1513603709,          5
10060, 1513603710,          7
10061, 1513603711,          8
10062, 1513603712,          4
10063, 1513603713,          4
10064, 1513603714,          4
10065, 1513603715,          7
10066, 1513603716,          9
10067, 1513603717,          5
10068, 1513603718,          5
10069, 1513603719,          7
10070, 1513603720,          9
10071, 1513603721,         12
10072, 1513603722,          3
10073, 1513603723,          1
10074, 1513603724,          1
10075, 1513603725,          1
10076, 1513603726,          4
10077, 1513603727,          1
10078, 1513603728,          0
10079, 1513603729,          5
10080, 1513603730,          5
10081, 1513603731,          4
10082, 1513603732,          3
10083, 1513603733,          0
10084, 1513603734,          2
10085, 1513603735,          5
10086, 1513603736,          6
10087, 1513603737,         10
10088, 1513603738,          5
10089, 1513603739,          5
10090, 1513603740,          5
10091, 1513603741,          5
10092, 1513603742,         10
10093, 1513603743,          5
10094, 1513603744,          5
10095, 1513603745,          6
10096, 1513603746,          7
10097, 1513603747,          8
10098, 1513603748,          4
10099, 1513603749,          4
10100, 1513603750,          4
10101, 1513603751,          6
10102, 1513603752,          7
10103, 1513603753,          5
10104, 1513603754,          4
10105, 1513603755,          7
10106, 1513603756,          9
10107, 1513603757,          8
10108, 1513603758,          7
10109, 1513603759,          1
10110, 1513603760,          1
10111, 1513603761,          2
10112, 1513603762,          1
10113, 1513603763,          5
10114, 1513603764,          1
10115, 1513603765,          6
10116, 1513603766,          4
10117, 1513603767,          0
10118, 1513603768,          6
10119, 1513603769,          0
10120, 1513603770,          2
10121, 1513603771,          5
10122, 1513603772,          4
10123, 1513603773,         10
10124, 1513603774,          4
10125, 1513603775,          5
10126, 1513603776,          6
10127, 1513603777,          5
10128, 1513603778,         10
10129, 1513603779,          5
10130, 1513603780,          5
10131, 1513603781,          7
10132, 1513603782,          7
10133, 1513603783,          5
10134, 1513603784,          8
10135, 1513603785,          4
10136, 1513603786,          4
10137, 1513603787,          6
10138, 1513603788,          4
10139, 1513603789,          8
10140, 1513603790,          4
10141, 1513603791,          7
10142, 1513603792,          8
10143, 1513603793,          8
10144, 1513603794,          6
10145, 1513603795,          1
10146, 1513603796,          2
10147, 1513603797,          1
10148, 1513603798,          2
10149, 1513603799,          3
10150, 1513603800,          2
10151, 1513603801,          7
10152, 1513603802,          5
10153, 1513603803,          1
10154, 1513603804,          3
10155, 1513603805,          4
10156, 1513603806,          3
10157, 1513603807,          4
10158, 1513603808,          4
10159, 1513603809,          5
10160, 1513603810,          8
10161, 1513603811,          4
10162, 1513603812,          4
10163, 1513603813,          4
10164, 1513603814,          6
10165, 1513603815,          8
10166, 1513603816,          5
10167, 1513603817,          7
10168, 1513603818,          7
10169, 1513603819,          4
10170, 1513603820,          7
10171, 1513603821,          7
10172, 1513603822,          5
10173, 1513603823,          6
10174, 0,          0
10175, 1513603825,          5
10176, 1513603826,          4
10177, 1513603827,          8
10178, 1513603828,          6
10179, 1513603829,          8
10180, 1513603830,          7
10181, 1513603831,          3
10182, 1513603832,          4
10183, 1513603833,          0
10184, 1513603834,          1
10185, 1513603835,          1
10186, 1513603836,          1
10187, 1513603837,          5
10188, 1513603838,          7
10189, 1513603839,          5
10190, 1513603840,          1
10191, 1513603841,          3
10192, 1513603842,          4
10193, 1513603843,          3
10194, 1513603844,          5
10195, 1513603845,          5
10196, 1513603846,          6
10197, 1513603847,          4
10198, 1513603848,          7
10199, 1513603849,          4
10200, 1513603850,          4
10201, 1513603851,          6
10202, 1513603852,          5
10203, 1513603853,          7
10204, 1513603854,          6
10205, 1513603855,          6
10206, 1513603856,          5
10207, 1513603857,          5
10208, 1513603858,          8
10209, 1513603859,          5
10210, 1513603860,          6
10211, 1513603861,          6
10212, 1513603862,          5
10213, 1513603863,          8
10214, 1513603864,          7
10215, 1513603865,          8
10216, 1513603866,          8
10217, 1513603867,          3
10218, 1513603868,          0
10219, 1513603869,          4
10220, 1513603870,          1
10221, 1513603871,          1
10222, 1513603872,          1
10223, 1513603873,          0
10224, 1513603874,          9
10225, 1513603875,          4
10226, 1513603876,          1
10227, 1513603877,          3
10228, 1513603878,          1
10229, 1513603879,          7
10230, 1513603880,          5
10231, 1513603881,          5
10232, 1513603882,          7
10233, 1513603883,          5
10234, 1513603884,          8
10235, 1513603885,          5
10236, 1513603886,          4
10237, 1513603887,          6
10238, 1513603888,          4
10239, 1513603889,          7
10240, 1513603890,          6
10241, 1513603891,          7
10242, 1513603892,          5
10243, 1513603893,          4
10244, 1513603894,          4
10245, 1513603895,          7
10246, 1513603896,          7
10247, 1513603897,          6
10248, 1513603898,          5
10249, 1513603899,          5
10250, 1513603900,         10
10251, 1513603901,          9
10252, 1513603902,          8
10253, 1513603903,          3
10254, 1513603904,          1
10255, 1513603905,          4
10256, 1513603906,          1
10257, 1513603907,          1
10258, 1513603908,          1
10259, 1513603909,          0
10260, 1513603910,          9
10261, 1513603911,          5
10262, 1513603912,          1
10263, 1513603913,          2
10264, 1513603914,          0
10265, 1513603915,          3
10266, 1513603916,          8
10267, 1513603917,          5
10268, 1513603918,          7
10269, 1513603919,          5
10270, 1513603920,          5
10271, 1513603921,          8
10272, 1513603922,          5
10273, 1513603923,          7
10274, 1513603924,          5
10275, 1513603925,          5
10276, 1513603926,         10
10277, 1513603927,          7
10278, 1513603928,          4
10279, 1513603929,          4
10280, 1513603930,          4
10281, 1513603931,          7
10282, 1513603932,          6
10283, 1513603933,          4
10284, 1513603934,          4
10285, 1513603935,          4
10286, 1513603936,          9
10287, 1513603937,         10
10288, 1513603938,          9
10289, 1513603939,          3
10290, 1513603940,          1
10291, 1513603941,          1
10292, 1513603942,          5
10293, 1513603943,          1
10294, 1513603944,          1
10295, 1513603945,          1
10296, 1513603946,          6
10297, 1513603947,          8
10298, 1513603948,          0
10299, 1513603949,          2
10300, 1513603950,          0
10301, 1513603951,          2
10302, 1513603952,          8
10303, 1513603953,          4
10304, 1513603954,          6
10305, 1513603955,          4
10306, 1513603956,          5
10307, 1513603957,          8
10308, 1513603958,          6
10309, 1513603959,          7
10310, 1513603960,          5
10311, 1513603961,          5
10312, 1513603962,          7
10313, 1513603963,         10
10314, 1513603964,          5
10315, 1513603965,          5
10316, 1513603966,          4
10317, 1513603967,          4
10318, 1513603968,          9
10319, 1513603969,          4
10320, 1513603970,          4
10321, 1513603971,          4
10322, 1513603972,          7
10323, 1513603973,         11
10324, 1513603974,          8
10325, 1513603975,          2
10326, 1513603976,          1
10327, 1513603977,          1
10328, 1513603978,          5
10329, 1513603979,          2
10330, 1513603980,          1
10331, 1513603981,          1
10332, 1513603982,          7
10333, 1513603983,          8
10334, 1513603984,          1
10335, 1513603985,          3
10336, 1513603986,          0
10337, 1513603987,          3
10338, 1513603988,          4
10339, 1513603989,          8
10340, 1513603990,          5
10341, 1513603991,          5
10342, 1513603992,          4
10343, 1513603993,          4
10344, 1513603994,          8
10345, 1513603995,          6
10346, 1513603996,          5
10347, 1513603997,          5
10348, 1513603998,          7
10349, 1513603999,         11
10350, 1513604000,          5
10351, 1513604001,          5
10352, 1513604002,          5
10353, 1513604003,          5
10354, 1513604004,          9
10355, 1513604005,          5
10356, 1513604006,          4
10357, 1513604007,          4
10358, 1513604008,          6
10359, 1513604009,          8
10360, 1513604010,         10
10361, 1513604011,          3
10362, 1513604012,          1
10363, 1513604013,          0
10364, 1513604014,          1
10365, 1513604015,          4
10366, 1513604016,          1
10367, 1513604017,          2
10368, 1513604018,          7
10369, 1513604019,          5
10370, 1513604020,          4
10371, 1513604021,          3
10372, 1513604022,          1
10373, 1513604023,          3
10374, 1513604024,          5
10375, 1513604025,          8
10376, 1513604026,          6
10377, 1513604027,          4
10378, 1513604028,          4
10379, 1513604029,          4
10380, 1513604030,          5
10381, 1513604031,          9
10382, 1513604032,          5
10383, 1513604033,          4
10384, 1513604034,          6
10385, 1513604035,          6
10386, 1513604036,          8
10387, 1513604037,          5
10388, 1513604038,          5
10389, 1513604039,          5
10390, 1513604040,          6
10391, 1513604041,          9
10392, 1513604042,          5
10393, 1513604043,          5
10394, 1513604044,          7
10395, 1513604045,          9
10396, 1513604046,         11
10397, 1513604047,          3
10398, 1513604048,          0
10399, 1513604049,          0
10400, 1513604050,          1
10401, 1513604051,          3
10402, 1513604052,          2
10403, 1513604053,          0
10404, 1513604054,          6
10405, 1513604055,          4
10406, 1513604056,          1
10407, 1513604057,          7
10408, 1513604058,          1
10409, 1513604059,          3
10410, 1513604060,          4
10411, 1513604061,          6
10412, 1513604062,          5
10413, 1513604063,          4
10414, 1513604064,          5
10415, 1513604065,          4
10416, 1513604066,         10
10417, 1513604067,          4
10418, 1513604068,          4
10419, 1513604069,          5
10420, 1513604070,          7
10421, 1513604071,          8
10422, 1513604072,          5
10423, 1513604073,          4
10424, 1513604074,          4
10425, 1513604075,          7
10426, 1513604076,          5
10427, 1513604077,          8
10428, 1513604078,          5
10429, 1513604079,          7
10430, 1513604080,          9
10431, 1513604081,          8
10432, 1513604082,          6
10433, 1513604083,          1
10434, 1513604084,          1
10435, 1513604085,          1
10436, 1513604086,          1
10437, 1513604087,          4
10438, 1513604088,          0
10439, 1513604089,          5
10440, 1513604090,          5
10441, 1513604091,          1
10442, 1513604092,          6
10443, 1513604093,          0
10444, 1513604094,          2
10445, 1513604095,          5
10446, 1513604096,          5
10447, 1513604097,          8
10448, 1513604098,          7
10449, 1513604099,          5
10450, 1513604100,          5
10451, 1513604101,          5
10452, 1513604102,          7
10453, 1513604103,          8
10454, 1513604104,          5
10455, 1513604105,          5
10456, 1513604106,          8
10457, 1513604107,          4
10458, 1513604108,          7
10459, 1513604109,          4
10460, 1513604110,          4
10461, 1513604111,          6
10462, 1513604112,          4
10463, 1513604113,          8
10464, 1513604114,          4
10465, 1513604115,          7
10466, 1513604116,          9
10467, 1513604117,          9
10468, 1513604118,          6
10469, 1513604119,          3
10470, 1513604120,          1
10471, 1513604121,          2
10472, 1513604122,          1
10473, 1513604123,          1
10474, 1513604124,          4
10475, 1513604125,          6
10476, 1513604126,          4
10477, 1513604127,          0
10478, 1513604128,          2
10479, 1513604129,          4
10480, 1513604130,          2
10481, 1513604131,          5
10482, 1513604132,          4
10483, 1513604133,          6
10484, 1513604134,          7
10485, 1513604135,          5
10486, 1513604136,          5
10487, 1513604137,          5
10488, 1513604138,          7
10489, 1513604139,          8
10490, 1513604140,          5
10491, 1513604141,          5
10492, 1513604142,          9
10493, 1513604143,          5
10494, 1513604144,          7
10495, 1513604145,          5
10496, 1513604146,          4
10497, 1513604147,          6
10498, 1513604148,          4
10499, 1513604149,          4
10500, 1513604150,          7
10501, 1513604151,          7
10502, 1513604152,          8
10503, 1513604153,          8
10504, 1513604154,          2
10505, 1513604155,          4
10506, 1513604156,          1
10507, 1513604157,          2
10508, 1513604158,          2
10509, 1513604159,          1
10510, 1513604160,          4
10511, 1513604161,          7
10512, 1513604162,          5
10513, 1513604163,          1
10514, 1513604164,          3
10515, 1513604165,          1
10516, 1513604166,          6
10517, 1513604167,          4
10518, 1513604168,          5
10519, 1513604169,          5
10520, 1513604170,          5
10521, 1513604171,          8
10522, 1513604172,          4
10523, 1513604173,          4
10524, 1513604174,          6
10525, 1513604175,          4
10526, 1513604176,          9
10527, 1513604177,          5
10528, 1513604178,          9
10529, 1513604179,          4
10530, 1513604180,          6
10531, 1513604181,          8
10532, 1513604182,          4
10533, 1513604183,          7
10534, 1513604184,          5
10535, 1513604185,          4
10536, 1513604186,          6
10537, 1513604187,          8
10538, 1513604188,          8
10539, 1513604189,          8
10540, 1513604190,          3
10541, 1513604191,          1
10542, 1513604192,          4
10543, 1513604193,          1
10544, 1513604194,          1
10545, 1513604195,          1
10546, 1513604196,          2
10547, 1513604197,         10
10548, 1513604198,          5
10549, 1513604199,          1
10550, 1513604200,          3
10551, 1513604201,          1
10552, 1513604202,          6
10553, 1513604203,          5
10554, 1513604204,          5
10555, 1513604205,          6
10556, 1513604206,          4
10557, 1513604207,          7
10558, 1513604208,          4
10559, 1513604209,          4
10560, 1513604210,          6
